# confusable-homoglyphs 3.3.1
60E	60F	ARABIC
610	61A	ARABIC
61B	61B	COMMON
61C	61C	ARABIC
61D	61E	ARABIC
61F	61F	COMMON
620	63F	ARABIC
640	640	COMMON
641	64A	ARABIC
64B	655	INHERITED
656	65F	ARABIC
660	669	ARABIC
66A	66D	ARABIC
66E	66F	ARABIC
670	670	INHERITED
671	6D3	ARABIC
6D4	6D4	ARABIC
6D5	6D5	ARABIC
6D6	6DC	ARABIC
6DD	6DD	COMMON
6DE	6DE	ARABIC
6DF	6E4	ARABIC
6E5	6E6	ARABIC
6E7	6E8	ARABIC
6E9	6E9	ARABIC
6EA	6ED	ARABIC
6EE	6EF	ARABIC
6F0	6F9	ARABIC
6FA	6FC	ARABIC
6FD	6FE	ARABIC
6FF	6FF	ARABIC
700	70D	SYRIAC
70F	70F	SYRIAC
710	710	SYRIAC
711	711	SYRIAC
712	72F	SYRIAC
730	74A	SYRIAC
74D	74F	SYRIAC
750	77F	ARABIC
780	7A5	THAANA
7A6	7B0	THAANA
7B1	7B1	THAANA
7C0	7C9	NKO
7CA	7EA	NKO
7EB	7F3	NKO
7F4	7F5	NKO
7F6	7F6	NKO
7F7	7F9	NKO
7FA	7FA	NKO
7FD	7FD	NKO
7FE	7FF	NKO
800	815	SAMARITAN
816	819	SAMARITAN
81A	81A	SAMARITAN
81B	823	SAMARITAN
824	824	SAMARITAN
825	827	SAMARITAN
828	828	SAMARITAN
829	82D	SAMARITAN
830	83E	SAMARITAN
840	858	MANDAIC
859	85B	MANDAIC
85E	85E	MANDAIC
860	86A	SYRIAC
870	887	ARABIC
888	888	ARABIC
889	88E	ARABIC
890	891	ARABIC
898	89F	ARABIC
8A0	8C8	ARABIC
8C9	8C9	ARABIC
8CA	8E1	ARABIC
8E2	8E2	COMMON
8E3	8FF	ARABIC
900	902	DEVANAGARI
903	903	DEVANAGARI
904	939	DEVANAGARI
93A	93A	DEVANAGARI
93B	93B	DEVANAGARI
93C	93C	DEVANAGARI
93D	93D	DEVANAGARI
93E	940	DEVANAGARI
941	948	DEVANAGARI
949	94C	DEVANAGARI
94D	94D	DEVANAGARI
94E	94F	DEVANAGARI
950	950	DEVANAGARI
951	954	INHERITED
955	957	DEVANAGARI
958	961	DEVANAGARI
962	963	DEVANAGARI
964	965	COMMON
966	96F	DEVANAGARI
970	970	DEVANAGARI
971	971	DEVANAGARI
972	97F	DEVANAGARI
980	980	BENGALI
981	981	BENGALI
982	983	BENGALI
985	98C	BENGALI
98F	990	BENGALI
993	9A8	BENGALI
9AA	9B0	BENGALI
9B2	9B2	BENGALI
9B6	9B9	BENGALI
9BC	9BC	BENGALI
9BD	9BD	BENGALI
9BE	9C0	BENGALI
9C1	9C4	BENGALI
9C7	9C8	BENGALI
9CB	9CC	BENGALI
9CD	9CD	BENGALI
9CE	9CE	BENGALI
9D7	9D7	BENGALI
9DC	9DD	BENGALI
9DF	9E1	BENGALI
9E2	9E3	BENGALI
9E6	9EF	BENGALI
9F0	9F1	BENGALI
9F2	9F3	BENGALI
9F4	9F9	BENGALI
9FA	9FA	BENGALI
9FB	9FB	BENGALI
9FC	9FC	BENGALI
9FD	9FD	BENGALI
9FE	9FE	BENGALI
A01	A02	GURMUKHI
A03	A03	GURMUKHI
A05	A0A	GURMUKHI
A0F	A10	GURMUKHI
A13	A28	GURMUKHI
A2A	A30	GURMUKHI
A32	A33	GURMUKHI
A35	A36	GURMUKHI
A38	A39	GURMUKHI
A3C	A3C	GURMUKHI
A3E	A40	GURMUKHI
A41	A42	GURMUKHI
A47	A48	GURMUKHI
A4B	A4D	GURMUKHI
A51	A51	GURMUKHI
A59	A5C	GURMUKHI
A5E	A5E	GURMUKHI
A66	A6F	GURMUKHI
A70	A71	GURMUKHI
A72	A74	GURMUKHI
A75	A75	GURMUKHI
A76	A76	GURMUKHI
A81	A82	GUJARATI
A83	A83	GUJARATI
A85	A8D	GUJARATI
A8F	A91	GUJARATI
A93	AA8	GUJARATI
AAA	AB0	GUJARATI
AB2	AB3	GUJARATI
AB5	AB9	GUJARATI
ABC	ABC	GUJARATI
ABD	ABD	GUJARATI
ABE	AC0	GUJARATI
AC1	AC5	GUJARATI
AC7	AC8	GUJARATI
AC9	AC9	GUJARATI
ACB	ACC	GUJARATI
ACD	ACD	GUJARATI
AD0	AD0	GUJARATI
AE0	AE1	GUJARATI
AE2	AE3	GUJARATI
AE6	AEF	GUJARATI
AF0	AF0	GUJARATI
AF1	AF1	GUJARATI
AF9	AF9	GUJARATI
AFA	AFF	GUJARATI
B01	B01	ORIYA
B02	B03	ORIYA
B05	B0C	ORIYA
B0F	B10	ORIYA
B13	B28	ORIYA
B2A	B30	ORIYA
B32	B33	ORIYA
B35	B39	ORIYA
B3C	B3C	ORIYA
B3D	B3D	ORIYA
B3E	B3E	ORIYA
B3F	B3F	ORIYA
B40	B40	ORIYA
B41	B44	ORIYA
B47	B48	ORIYA
B4B	B4C	ORIYA
B4D	B4D	ORIYA
B55	B56	ORIYA
B57	B57	ORIYA
B5C	B5D	ORIYA
B5F	B61	ORIYA
B62	B63	ORIYA
B66	B6F	ORIYA
B70	B70	ORIYA
B71	B71	ORIYA
B72	B77	ORIYA
B82	B82	TAMIL
B83	B83	TAMIL
B85	B8A	TAMIL
B8E	B90	TAMIL
B92	B95	TAMIL
B99	B9A	TAMIL
B9C	B9C	TAMIL
B9E	B9F	TAMIL
BA3	BA4	TAMIL
BA8	BAA	TAMIL
BAE	BB9	TAMIL
BBE	BBF	TAMIL
BC0	BC0	TAMIL
BC1	BC2	TAMIL
BC6	BC8	TAMIL
BCA	BCC	TAMIL
BCD	BCD	TAMIL
BD0	BD0	TAMIL
BD7	BD7	TAMIL
BE6	BEF	TAMIL
BF0	BF2	TAMIL
BF3	BF8	TAMIL
BF9	BF9	TAMIL
BFA	BFA	TAMIL
C00	C00	TELUGU
C01	C03	TELUGU
C04	C04	TELUGU
C05	C0C	TELUGU
C0E	C10	TELUGU
C12	C28	TELUGU
C2A	C39	TELUGU
C3C	C3C	TELUGU
C3D	C3D	TELUGU
C3E	C40	TELUGU
C41	C44	TELUGU
C46	C48	TELUGU
C4A	C4D	TELUGU
C55	C56	TELUGU
C58	C5A	TELUGU
C5D	C5D	TELUGU
C60	C61	TELUGU
C62	C63	TELUGU
C66	C6F	TELUGU
C77	C77	TELUGU
C78	C7E	TELUGU
C7F	C7F	TELUGU
C80	C80	KANNADA
C81	C81	KANNADA
C82	C83	KANNADA
C84	C84	KANNADA
C85	C8C	KANNADA
C8E	C90	KANNADA
C92	CA8	KANNADA
CAA	CB3	KANNADA
CB5	CB9	KANNADA
CBC	CBC	KANNADA
CBD	CBD	KANNADA
CBE	CBE	KANNADA
CBF	CBF	KANNADA
CC0	CC4	KANNADA
CC6	CC6	KANNADA
CC7	CC8	KANNADA
CCA	CCB	KANNADA
CCC	CCD	KANNADA
CD5	CD6	KANNADA
CDD	CDE	KANNADA
CE0	CE1	KANNADA
CE2	CE3	KANNADA
CE6	CEF	KANNADA
CF1	CF2	KANNADA
CF3	CF3	KANNADA
D00	D01	MALAYALAM
D02	D03	MALAYALAM
D04	D0C	MALAYALAM
D0E	D10	MALAYALAM
D12	D3A	MALAYALAM
D3B	D3C	MALAYALAM
D3D	D3D	MALAYALAM
D3E	D40	MALAYALAM
D41	D44	MALAYALAM
D46	D48	MALAYALAM
D4A	D4C	MALAYALAM
D4D	D4D	MALAYALAM
D4E	D4E	MALAYALAM
D4F	D4F	MALAYALAM
D54	D56	MALAYALAM
D57	D57	MALAYALAM
D58	D5E	MALAYALAM
D5F	D61	MALAYALAM
D62	D63	MALAYALAM
D66	D6F	MALAYALAM
D70	D78	MALAYALAM
D79	D79	MALAYALAM
D7A	D7F	MALAYALAM
D81	D81	SINHALA
D82	D83	SINHALA
D85	D96	SINHALA
D9A	DB1	SINHALA
DB3	DBB	SINHALA
DBD	DBD	SINHALA
DC0	DC6	SINHALA
DCA	DCA	SINHALA
DCF	DD1	SINHALA
DD2	DD4	SINHALA
DD6	DD6	SINHALA
DD8	DDF	SINHALA
DE6	DEF	SINHALA
DF2	DF3	SINHALA
DF4	DF4	SINHALA
E01	E30	THAI
E31	E31	THAI
E32	E33	THAI
E34	E3A	THAI
E3F	E3F	COMMON
E40	E45	THAI
E46	E46	THAI
E47	E4E	THAI
E4F	E4F	THAI
E50	E59	THAI
E5A	E5B	THAI
E81	E82	LAO
E84	E84	LAO
E86	E8A	LAO
E8C	EA3	LAO
EA5	EA5	LAO
EA7	EB0	LAO
EB1	EB1	LAO
EB2	EB3	LAO
EB4	EBC	LAO
EBD	EBD	LAO
EC0	EC4	LAO
EC6	EC6	LAO
EC8	ECE	LAO
ED0	ED9	LAO
EDC	EDF	LAO
F00	F00	TIBETAN
F01	F03	TIBETAN
F04	F12	TIBETAN
F13	F13	TIBETAN
F14	F14	TIBETAN
F15	F17	TIBETAN
F18	F19	TIBETAN
F1A	F1F	TIBETAN
F20	F29	TIBETAN
F2A	F33	TIBETAN
F34	F34	TIBETAN
F35	F35	TIBETAN
F36	F36	TIBETAN
F37	F37	TIBETAN
F38	F38	TIBETAN
F39	F39	TIBETAN
F3A	F3A	TIBETAN
F3B	F3B	TIBETAN
F3C	F3C	TIBETAN
F3D	F3D	TIBETAN
F3E	F3F	TIBETAN
F40	F47	TIBETAN
F49	F6C	TIBETAN
F71	F7E	TIBETAN
F7F	F7F	TIBETAN
F80	F84	TIBETAN
F85	F85	TIBETAN
F86	F87	TIBETAN
F88	F8C	TIBETAN
F8D	F97	TIBETAN
F99	FBC	TIBETAN
FBE	FC5	TIBETAN
FC6	FC6	TIBETAN
FC7	FCC	TIBETAN
FCE	FCF	TIBETAN
FD0	FD4	TIBETAN
FD5	FD8	COMMON
FD9	FDA	TIBETAN
1000	102A	MYANMAR
102B	102C	MYANMAR
102D	1030	MYANMAR
1031	1031	MYANMAR
1032	1037	MYANMAR
1038	1038	MYANMAR
1039	103A	MYANMAR
103B	103C	MYANMAR
103D	103E	MYANMAR
103F	103F	MYANMAR
1040	1049	MYANMAR
104A	104F	MYANMAR
1050	1055	MYANMAR
1056	1057	MYANMAR
1058	1059	MYANMAR
105A	105D	MYANMAR
105E	1060	MYANMAR
1061	1061	MYANMAR
1062	1064	MYANMAR
1065	1066	MYANMAR
1067	106D	MYANMAR
106E	1070	MYANMAR
1071	1074	MYANMAR
1075	1081	MYANMAR
1082	1082	MYANMAR
1083	1084	MYANMAR
1085	1086	MYANMAR
1087	108C	MYANMAR
108D	108D	MYANMAR
108E	108E	MYANMAR
108F	108F	MYANMAR
1090	1099	MYANMAR
109A	109C	MYANMAR
109D	109D	MYANMAR
109E	109F	MYANMAR
10A0	10C5	GEORGIAN
10C7	10C7	GEORGIAN
10CD	10CD	GEORGIAN
10D0	10FA	GEORGIAN
10FB	10FB	COMMON
10FC	10FC	GEORGIAN
10FD	10FF	GEORGIAN
1100	11FF	HANGUL
1200	1248	ETHIOPIC
124A	124D	ETHIOPIC
1250	1256	ETHIOPIC
1258	1258	ETHIOPIC
125A	125D	ETHIOPIC
1260	1288	ETHIOPIC
128A	128D	ETHIOPIC
1290	12B0	ETHIOPIC
12B2	12B5	ETHIOPIC
12B8	12BE	ETHIOPIC
12C0	12C0	ETHIOPIC
12C2	12C5	ETHIOPIC
12C8	12D6	ETHIOPIC
12D8	1310	ETHIOPIC
1312	1315	ETHIOPIC
1318	135A	ETHIOPIC
135D	135F	ETHIOPIC
1360	1368	ETHIOPIC
1369	137C	ETHIOPIC
1380	138F	ETHIOPIC
1390	1399	ETHIOPIC
13A0	13F5	CHEROKEE
13F8	13FD	CHEROKEE
1400	1400	CANADIAN_ABORIGINAL
1401	166C	CANADIAN_ABORIGINAL
166D	166D	CANADIAN_ABORIGINAL
166E	166E	CANADIAN_ABORIGINAL
166F	167F	CANADIAN_ABORIGINAL
1680	1680	OGHAM
1681	169A	OGHAM
169B	169B	OGHAM
169C	169C	OGHAM
16A0	16EA	RUNIC
16EB	16ED	COMMON
16EE	16F0	RUNIC
16F1	16F8	RUNIC
1700	1711	TAGALOG
1712	1714	TAGALOG
1715	1715	TAGALOG
171F	171F	TAGALOG
1720	1731	HANUNOO
1732	1733	HANUNOO
1734	1734	HANUNOO
1735	1736	COMMON
1740	1751	BUHID
1752	1753	BUHID
1760	176C	TAGBANWA
176E	1770	TAGBANWA
1772	1773	TAGBANWA
1780	17B3	KHMER
17B4	17B5	KHMER
17B6	17B6	KHMER
17B7	17BD	KHMER
17BE	17C5	KHMER
17C6	17C6	KHMER
17C7	17C8	KHMER
17C9	17D3	KHMER
17D4	17D6	KHMER
17D7	17D7	KHMER
17D8	17DA	KHMER
17DB	17DB	KHMER
17DC	17DC	KHMER
17DD	17DD	KHMER
17E0	17E9	KHMER
17F0	17F9	KHMER
1800	1801	MONGOLIAN
1802	1803	COMMON
1804	1804	MONGOLIAN
1805	1805	COMMON
1806	1806	MONGOLIAN
1807	180A	MONGOLIAN
180B	180D	MONGOLIAN
180E	180E	MONGOLIAN
180F	180F	MONGOLIAN
1810	1819	MONGOLIAN
1820	1842	MONGOLIAN
1843	1843	MONGOLIAN
1844	1878	MONGOLIAN
1880	1884	MONGOLIAN
1885	1886	MONGOLIAN
1887	18A8	MONGOLIAN
18A9	18A9	MONGOLIAN
18AA	18AA	MONGOLIAN
18B0	18F5	CANADIAN_ABORIGINAL
1900	191E	LIMBU
1920	1922	LIMBU
1923	1926	LIMBU
1927	1928	LIMBU
1929	192B	LIMBU
1930	1931	LIMBU
1932	1932	LIMBU
1933	1938	LIMBU
1939	193B	LIMBU
1940	1940	LIMBU
1944	1945	LIMBU
1946	194F	LIMBU
1950	196D	TAI_LE
1970	1974	TAI_LE
1980	19AB	NEW_TAI_LUE
19B0	19C9	NEW_TAI_LUE
19D0	19D9	NEW_TAI_LUE
19DA	19DA	NEW_TAI_LUE
19DE	19DF	NEW_TAI_LUE
19E0	19FF	KHMER
1A00	1A16	BUGINESE
1A17	1A18	BUGINESE
1A19	1A1A	BUGINESE
1A1B	1A1B	BUGINESE
1A1E	1A1F	BUGINESE
1A20	1A54	TAI_THAM
1A55	1A55	TAI_THAM
1A56	1A56	TAI_THAM
1A57	1A57	TAI_THAM
1A58	1A5E	TAI_THAM
1A60	1A60	TAI_THAM
1A61	1A61	TAI_THAM
1A62	1A62	TAI_THAM
1A63	1A64	TAI_THAM
1A65	1A6C	TAI_THAM
1A6D	1A72	TAI_THAM
1A73	1A7C	TAI_THAM
1A7F	1A7F	TAI_THAM
1A80	1A89	TAI_THAM
1A90	1A99	TAI_THAM
1AA0	1AA6	TAI_THAM
1AA7	1AA7	TAI_THAM
1AA8	1AAD	TAI_THAM
1AB0	1ABD	INHERITED
1ABE	1ABE	INHERITED
1ABF	1ACE	INHERITED
1B00	1B03	BALINESE
1B04	1B04	BALINESE
1B05	1B33	BALINESE
1B34	1B34	BALINESE
1B35	1B35	BALINESE
1B36	1B3A	BALINESE
1B3B	1B3B	BALINESE
1B3C	1B3C	BALINESE
1B3D	1B41	BALINESE
1B42	1B42	BALINESE
1B43	1B44	BALINESE
1B45	1B4C	BALINESE
1B50	1B59	BALINESE
1B5A	1B60	BALINESE
1B61	1B6A	BALINESE
1B6B	1B73	BALINESE
1B74	1B7C	BALINESE
1B7D	1B7E	BALINESE
1B80	1B81	SUNDANESE
1B82	1B82	SUNDANESE
1B83	1BA0	SUNDANESE
1BA1	1BA1	SUNDANESE
1BA2	1BA5	SUNDANESE
1BA6	1BA7	SUNDANESE
1BA8	1BA9	SUNDANESE
1BAA	1BAA	SUNDANESE
1BAB	1BAD	SUNDANESE
1BAE	1BAF	SUNDANESE
1BB0	1BB9	SUNDANESE
1BBA	1BBF	SUNDANESE
1BC0	1BE5	BATAK
1BE6	1BE6	BATAK
1BE7	1BE7	BATAK
1BE8	1BE9	BATAK
1BEA	1BEC	BATAK
1BED	1BED	BATAK
1BEE	1BEE	BATAK
1BEF	1BF1	BATAK
1BF2	1BF3	BATAK
1BFC	1BFF	BATAK
1C00	1C23	LEPCHA
1C24	1C2B	LEPCHA
1C2C	1C33	LEPCHA
1C34	1C35	LEPCHA
1C36	1C37	LEPCHA
1C3B	1C3F	LEPCHA
1C40	1C49	LEPCHA
1C4D	1C4F	LEPCHA
1C50	1C59	OL_CHIKI
1C5A	1C77	OL_CHIKI
1C78	1C7D	OL_CHIKI
1C7E	1C7F	OL_CHIKI
1C80	1C88	CYRILLIC
1C90	1CBA	GEORGIAN
1CBD	1CBF	GEORGIAN
1CC0	1CC7	SUNDANESE
1CD0	1CD2	INHERITED
1CD3	1CD3	COMMON
1CD4	1CE0	INHERITED
1CE1	1CE1	COMMON
1CE2	1CE8	INHERITED
1CE9	1CEC	COMMON
1CED	1CED	INHERITED
1CEE	1CF3	COMMON
1CF4	1CF4	INHERITED
1CF5	1CF6	COMMON
1CF7	1CF7	COMMON
1CF8	1CF9	INHERITED
1CFA	1CFA	COMMON
1D00	1D25	LATIN
1D26	1D2A	GREEK
1D2B	1D2B	CYRILLIC
1D2C	1D5C	LATIN
1D5D	1D61	GREEK
1D62	1D65	LATIN
1D66	1D6A	GREEK
1D6B	1D77	LATIN
1D78	1D78	CYRILLIC
1D79	1D9A	LATIN
1D9B	1DBE	LATIN
1DBF	1DBF	GREEK
1DC0	1DFF	INHERITED
1E00	1EFF	LATIN
1F00	1F15	GREEK
1F18	1F1D	GREEK
1F20	1F45	GREEK
1F48	1F4D	GREEK
1F50	1F57	GREEK
1F59	1F59	GREEK
1F5B	1F5B	GREEK
1F5D	1F5D	GREEK
1F5F	1F7D	GREEK
1F80	1FB4	GREEK
1FB6	1FBC	GREEK
1FBD	1FBD	GREEK
1FBE	1FBE	GREEK
1FBF	1FC1	GREEK
1FC2	1FC4	GREEK
1FC6	1FCC	GREEK
1FCD	1FCF	GREEK
1FD0	1FD3	GREEK
1FD6	1FDB	GREEK
1FDD	1FDF	GREEK
1FE0	1FEC	GREEK
1FED	1FEF	GREEK
1FF2	1FF4	GREEK
1FF6	1FFC	GREEK
1FFD	1FFE	GREEK
2000	200A	COMMON
200B	200B	COMMON
200C	200D	INHERITED
200E	200F	COMMON
2010	2015	COMMON
2016	2017	COMMON
2018	2018	COMMON
2019	2019	COMMON
201A	201A	COMMON
201B	201C	COMMON
201D	201D	COMMON
201E	201E	COMMON
201F	201F	COMMON
2020	2027	COMMON
2028	2028	COMMON
2029	2029	COMMON
202A	202E	COMMON
202F	202F	COMMON
2030	2038	COMMON
2039	2039	COMMON
203A	203A	COMMON
203B	203E	COMMON
203F	2040	COMMON
2041	2043	COMMON
2044	2044	COMMON
2045	2045	COMMON
2046	2046	COMMON
2047	2051	COMMON
2052	2052	COMMON
2053	2053	COMMON
2054	2054	COMMON
2055	205E	COMMON
205F	205F	COMMON
2060	2064	COMMON
2066	206F	COMMON
2070	2070	COMMON
2071	2071	LATIN
2074	2079	COMMON
207A	207C	COMMON
207D	207D	COMMON
207E	207E	COMMON
207F	207F	LATIN
2080	2089	COMMON
208A	208C	COMMON
208D	208D	COMMON
208E	208E	COMMON
2090	209C	LATIN
20A0	20C0	COMMON
20D0	20DC	INHERITED
20DD	20E0	INHERITED
20E1	20E1	INHERITED
20E2	20E4	INHERITED
20E5	20F0	INHERITED
2100	2101	COMMON
2102	2102	COMMON
2103	2106	COMMON
2107	2107	COMMON
2108	2109	COMMON
210A	2113	COMMON
2114	2114	COMMON
2115	2115	COMMON
2116	2117	COMMON
2118	2118	COMMON
2119	211D	COMMON
211E	2123	COMMON
2124	2124	COMMON
2125	2125	COMMON
2126	2126	GREEK
2127	2127	COMMON
2128	2128	COMMON
2129	2129	COMMON
212A	212B	LATIN
212C	212D	COMMON
212E	212E	COMMON
212F	2131	COMMON
2132	2132	LATIN
2133	2134	COMMON
2135	2138	COMMON
2139	2139	COMMON
213A	213B	COMMON
213C	213F	COMMON
2140	2144	COMMON
2145	2149	COMMON
214A	214A	COMMON
214B	214B	COMMON
214C	214D	COMMON
214E	214E	LATIN
214F	214F	COMMON
2150	215F	COMMON
2160	2182	LATIN
2183	2184	LATIN
2185	2188	LATIN
2189	2189	COMMON
218A	218B	COMMON
2190	2194	COMMON
2195	2199	COMMON
219A	219B	COMMON
219C	219F	COMMON
21A0	21A0	COMMON
21A1	21A2	COMMON
21A3	21A3	COMMON
21A4	21A5	COMMON
21A6	21A6	COMMON
21A7	21AD	COMMON
21AE	21AE	COMMON
21AF	21CD	COMMON
21CE	21CF	COMMON
21D0	21D1	COMMON
21D2	21D2	COMMON
21D3	21D3	COMMON
21D4	21D4	COMMON
21D5	21F3	COMMON
21F4	22FF	COMMON
2300	2307	COMMON
2308	2308	COMMON
2309	2309	COMMON
230A	230A	COMMON
230B	230B	COMMON
230C	231F	COMMON
2320	2321	COMMON
2322	2328	COMMON
2329	2329	COMMON
232A	232A	COMMON
232B	237B	COMMON
237C	237C	COMMON
237D	239A	COMMON
239B	23B3	COMMON
23B4	23DB	COMMON
23DC	23E1	COMMON
23E2	2426	COMMON
2440	244A	COMMON
2460	249B	COMMON
249C	24E9	COMMON
24EA	24FF	COMMON
2500	25B6	COMMON
25B7	25B7	COMMON
25B8	25C0	COMMON
25C1	25C1	COMMON
25C2	25F7	COMMON
25F8	25FF	COMMON
2600	266E	COMMON
266F	266F	COMMON
2670	2767	COMMON
2768	2768	COMMON
2769	2769	COMMON
276A	276A	COMMON
276B	276B	COMMON
276C	276C	COMMON
276D	276D	COMMON
276E	276E	COMMON
276F	276F	COMMON
2770	2770	COMMON
2771	2771	COMMON
2772	2772	COMMON
2773	2773	COMMON
2774	2774	COMMON
2775	2775	COMMON
2776	2793	COMMON
2794	27BF	COMMON
27C0	27C4	COMMON
27C5	27C5	COMMON
27C6	27C6	COMMON
27C7	27E5	COMMON
27E6	27E6	COMMON
27E7	27E7	COMMON
27E8	27E8	COMMON
27E9	27E9	COMMON
27EA	27EA	COMMON
27EB	27EB	COMMON
27EC	27EC	COMMON
27ED	27ED	COMMON
27EE	27EE	COMMON
27EF	27EF	COMMON
27F0	27FF	COMMON
2800	28FF	BRAILLE
2900	2982	COMMON
2983	2983	COMMON
2984	2984	COMMON
2985	2985	COMMON
2986	2986	COMMON
2987	2987	COMMON
2988	2988	COMMON
2989	2989	COMMON
298A	298A	COMMON
298B	298B	COMMON
298C	298C	COMMON
298D	298D	COMMON
298E	298E	COMMON
298F	298F	COMMON
2990	2990	COMMON
2991	2991	COMMON
2992	2992	COMMON
2993	2993	COMMON
2994	2994	COMMON
2995	2995	COMMON
2996	2996	COMMON
2997	2997	COMMON
2998	2998	COMMON
2999	29D7	COMMON
29D8	29D8	COMMON
29D9	29D9	COMMON
29DA	29DA	COMMON
29DB	29DB	COMMON
29DC	29FB	COMMON
29FC	29FC	COMMON
29FD	29FD	COMMON
29FE	2AFF	COMMON
2B00	2B2F	COMMON
2B30	2B44	COMMON
2B45	2B46	COMMON
2B47	2B4C	COMMON
2B4D	2B73	COMMON
2B76	2B95	COMMON
2B97	2BFF	COMMON
2C00	2C5F	GLAGOLITIC
2C60	2C7B	LATIN
2C7C	2C7D	LATIN
2C7E	2C7F	LATIN
2C80	2CE4	COPTIC
2CE5	2CEA	COPTIC
2CEB	2CEE	COPTIC
2CEF	2CF1	COPTIC
2CF2	2CF3	COPTIC
2CF9	2CFC	COPTIC
2CFD	2CFD	COPTIC
2CFE	2CFF	COPTIC
2D00	2D25	GEORGIAN
2D27	2D27	GEORGIAN
2D2D	2D2D	GEORGIAN
2D30	2D67	TIFINAGH
2D6F	2D6F	TIFINAGH
2D70	2D70	TIFINAGH
2D7F	2D7F	TIFINAGH
2D80	2D96	ETHIOPIC
2DA0	2DA6	ETHIOPIC
2DA8	2DAE	ETHIOPIC
2DB0	2DB6	ETHIOPIC
2DB8	2DBE	ETHIOPIC
2DC0	2DC6	ETHIOPIC
2DC8	2DCE	ETHIOPIC
2DD0	2DD6	ETHIOPIC
2DD8	2DDE	ETHIOPIC
2DE0	2DFF	CYRILLIC
2E00	2E01	COMMON
2E02	2E02	COMMON
2E03	2E03	COMMON
2E04	2E04	COMMON
2E05	2E05	COMMON
2E06	2E08	COMMON
2E09	2E09	COMMON
2E0A	2E0A	COMMON
2E0B	2E0B	COMMON
2E0C	2E0C	COMMON
2E0D	2E0D	COMMON
2E0E	2E16	COMMON
2E17	2E17	COMMON
2E18	2E19	COMMON
2E1A	2E1A	COMMON
2E1B	2E1B	COMMON
2E1C	2E1C	COMMON
2E1D	2E1D	COMMON
2E1E	2E1F	COMMON
2E20	2E20	COMMON
2E21	2E21	COMMON
2E22	2E22	COMMON
2E23	2E23	COMMON
2E24	2E24	COMMON
2E25	2E25	COMMON
2E26	2E26	COMMON
